service,efa_date,delivery_start,delivery_end,efa,cleared_volume,clearing_price,service_type,auction_id
DCL,2023-10-29,2023-10-29T03:00:00+0000,2023-10-29T07:00:00+0000,2,1072.0,1.18,,
DCH,2023-10-29,2023-10-29T03:00:00+0000,2023-10-29T07:00:00+0000,2,1204.0,11.0,,
DRL,2023-10-29,2023-10-28T23:00:00+0000,2023-10-29T03:00:00+0000,1,223.0,6.28,,
DRH,2023-10-29,2023-10-28T23:00:00+0000,2023-10-29T03:00:00+0000,1,239.0,4.24,,
DML,2023-10-29,2023-10-28T23:00:00+0000,2023-10-29T03:00:00+0000,1,159.0,5.22,,
DMH,2023-10-29,2023-10-28T23:00:00+0000,2023-10-29T03:00:00+0000,1,168.0,2.73,,
DCL,2023-10-29,2023-10-28T23:00:00+0000,2023-10-29T03:00:00+0000,1,989.0,0.98,,
DCH,2023-10-29,2023-10-28T23:00:00+0000,2023-10-29T03:00:00+0000,1,1208.0,3.91,,
DRL,2023-10-28,2023-10-28T19:00:00+0000,2023-10-28T23:00:00+0000,6,196.0,15.55,,
DRH,2023-10-28,2023-10-28T19:00:00+0000,2023-10-28T23:00:00+0000,6,226.0,7.91,,
DML,2023-10-28,2023-10-28T19:00:00+0000,2023-10-28T23:00:00+0000,6,147.0,7.95,,
DMH,2023-10-28,2023-10-28T19:00:00+0000,2023-10-28T23:00:00+0000,6,164.0,1.5,,
DCL,2023-10-28,2023-10-28T19:00:00+0000,2023-10-28T23:00:00+0000,6,997.0,1.08,,
DCH,2023-10-28,2023-10-28T19:00:00+0000,2023-10-28T23:00:00+0000,6,1160.0,1.98,,
DRL,2023-10-28,2023-10-28T15:00:00+0000,2023-10-28T19:00:00+0000,5,227.0,16.92,,
DRH,2023-10-28,2023-10-28T15:00:00+0000,2023-10-28T19:00:00+0000,5,232.0,7.6,,
DML,2023-10-28,2023-10-28T15:00:00+0000,2023-10-28T19:00:00+0000,5,92.0,7.68,,
DMH,2023-10-28,2023-10-28T15:00:00+0000,2023-10-28T19:00:00+0000,5,138.0,7.27,,
DCL,2023-10-28,2023-10-28T15:00:00+0000,2023-10-28T19:00:00+0000,5,990.0,4.9,,
DCH,2023-10-28,2023-10-28T15:00:00+0000,2023-10-28T19:00:00+0000,5,1133.0,1.97,,
DRL,2023-10-28,2023-10-28T11:00:00+0000,2023-10-28T15:00:00+0000,4,242.0,13.5,,
DRH,2023-10-28,2023-10-28T11:00:00+0000,2023-10-28T15:00:00+0000,4,227.0,0.0,,
DML,2023-10-28,2023-10-28T11:00:00+0000,2023-10-28T15:00:00+0000,4,160.0,4.6,,
DMH,2023-10-28,2023-10-28T11:00:00+0000,2023-10-28T15:00:00+0000,4,129.0,5.42,,
DCL,2023-10-28,2023-10-28T11:00:00+0000,2023-10-28T15:00:00+0000,4,1085.0,1.96,,
DCH,2023-10-28,2023-10-28T11:00:00+0000,2023-10-28T15:00:00+0000,4,1127.0,4.12,,
DRL,2023-10-28,2023-10-28T07:00:00+0000,2023-10-28T11:00:00+0000,3,220.0,16.2,,
DRH,2023-10-28,2023-10-28T07:00:00+0000,2023-10-28T11:00:00+0000,3,213.0,7.57,,
DML,2023-10-28,2023-10-28T07:00:00+0000,2023-10-28T11:00:00+0000,3,146.0,7.95,,
DMH,2023-10-28,2023-10-28T07:00:00+0000,2023-10-28T11:00:00+0000,3,167.0,2.5,,
DCL,2023-10-28,2023-10-28T07:00:00+0000,2023-10-28T11:00:00+0000,3,1057.0,5.07,,
DCH,2023-10-28,2023-10-28T07:00:00+0000,2023-10-28T11:00:00+0000,3,1191.0,1.33,,
DRL,2023-10-28,2023-10-28T03:00:00+0000,2023-10-28T07:00:00+0000,2,217.0,11.5,,
DRH,2023-10-28,2023-10-28T03:00:00+0000,2023-10-28T07:00:00+0000,2,226.0,10.0,,
DML,2023-10-28,2023-10-28T03:00:00+0000,2023-10-28T07:00:00+0000,2,165.0,1.86,,
DMH,2023-10-28,2023-10-28T03:00:00+0000,2023-10-28T07:00:00+0000,2,156.0,15.0,,
DCL,2023-10-28,2023-10-28T03:00:00+0000,2023-10-28T07:00:00+0000,2,1029.0,0.81,,
DCH,2023-10-28,2023-10-28T03:00:00+0000,2023-10-28T07:00:00+0000,2,1210.0,5.0,,
DRL,2023-10-28,2023-10-27T23:00:00+0000,2023-10-28T03:00:00+0000,1,232.0,8.0,,
DRH,2023-10-28,2023-10-27T23:00:00+0000,2023-10-28T03:00:00+0000,1,246.0,0.0,,
DML,2023-10-28,2023-10-27T23:00:00+0000,2023-10-28T03:00:00+0000,1,136.0,7.95,,
DMH,2023-10-28,2023-10-27T23:00:00+0000,2023-10-28T03:00:00+0000,1,154.0,15.55,,
DCL,2023-10-28,2023-10-27T23:00:00+0000,2023-10-28T03:00:00+0000,1,974.0,1.76,,
DCH,2023-10-28,2023-10-27T23:00:00+0000,2023-10-28T03:00:00+0000,1,1197.0,3.26,,
DRL,2023-10-27,2023-10-27T19:00:00+0000,2023-10-27T23:00:00+0000,6,241.0,8.5,,
DRH,2023-10-27,2023-10-27T19:00:00+0000,2023-10-27T23:00:00+0000,6,254.0,0.0,,
DML,2023-10-27,2023-10-27T19:00:00+0000,2023-10-27T23:00:00+0000,6,164.0,3.18,,
DMH,2023-10-27,2023-10-27T19:00:00+0000,2023-10-27T23:00:00+0000,6,170.0,0.78,,
DCL,2023-10-27,2023-10-27T19:00:00+0000,2023-10-27T23:00:00+0000,6,1184.0,3.5,,
DCH,2023-10-27,2023-10-27T19:00:00+0000,2023-10-27T23:00:00+0000,6,1207.0,3.5,,
DRL,2023-10-27,2023-10-27T15:00:00+0000,2023-10-27T19:00:00+0000,5,246.0,7.77,,
DRH,2023-10-27,2023-10-27T15:00:00+0000,2023-10-27T19:00:00+0000,5,259.0,0.0,,
DML,2023-10-27,2023-10-27T15:00:00+0000,2023-10-27T19:00:00+0000,5,155.0,7.0,,
DMH,2023-10-27,2023-10-27T15:00:00+0000,2023-10-27T19:00:00+0000,5,168.0,1.5,,
DCL,2023-10-27,2023-10-27T15:00:00+0000,2023-10-27T19:00:00+0000,5,1065.0,6.41,,
DCH,2023-10-27,2023-10-27T15:00:00+0000,2023-10-27T19:00:00+0000,5,1133.0,7.18,,
DRL,2023-10-27,2023-10-27T11:00:00+0000,2023-10-27T15:00:00+0000,4,246.0,8.5,,
DRH,2023-10-27,2023-10-27T11:00:00+0000,2023-10-27T15:00:00+0000,4,260.0,0.0,,
DML,2023-10-27,2023-10-27T11:00:00+0000,2023-10-27T15:00:00+0000,4,164.0,3.09,,
DMH,2023-10-27,2023-10-27T11:00:00+0000,2023-10-27T15:00:00+0000,4,165.0,2.18,,
DCL,2023-10-27,2023-10-27T11:00:00+0000,2023-10-27T15:00:00+0000,4,1096.0,2.02,,
DCH,2023-10-27,2023-10-27T11:00:00+0000,2023-10-27T15:00:00+0000,4,1110.0,5.99,,
DRL,2023-10-27,2023-10-27T07:00:00+0000,2023-10-27T11:00:00+0000,3,246.0,8.0,,
DRH,2023-10-27,2023-10-27T07:00:00+0000,2023-10-27T11:00:00+0000,3,260.0,0.0,,
DML,2023-10-27,2023-10-27T07:00:00+0000,2023-10-27T11:00:00+0000,3,165.0,2.35,,
DMH,2023-10-27,2023-10-27T07:00:00+0000,2023-10-27T11:00:00+0000,3,166.0,2.35,,
DCL,2023-10-27,2023-10-27T07:00:00+0000,2023-10-27T11:00:00+0000,3,1086.0,5.99,,
DCH,2023-10-27,2023-10-27T07:00:00+0000,2023-10-27T11:00:00+0000,3,1215.0,5.97,,
DRL,2023-10-27,2023-10-27T03:00:00+0000,2023-10-27T07:00:00+0000,2,240.0,8.5,,
DRH,2023-10-27,2023-10-27T03:00:00+0000,2023-10-27T07:00:00+0000,2,258.0,0.0,,
DML,2023-10-27,2023-10-27T03:00:00+0000,2023-10-27T07:00:00+0000,2,166.0,2.45,,
DMH,2023-10-27,2023-10-27T03:00:00+0000,2023-10-27T07:00:00+0000,2,164.0,2.75,,
DCL,2023-10-27,2023-10-27T03:00:00+0000,2023-10-27T07:00:00+0000,2,1158.0,1.5,,
DCH,2023-10-27,2023-10-27T03:00:00+0000,2023-10-27T07:00:00+0000,2,1276.0,12.34,,
DRL,2023-10-27,2023-10-26T23:00:00+0000,2023-10-27T03:00:00+0000,1,242.0,8.0,,
DRH,2023-10-27,2023-10-26T23:00:00+0000,2023-10-27T03:00:00+0000,1,247.0,0.0,,
DML,2023-10-27,2023-10-26T23:00:00+0000,2023-10-27T03:00:00+0000,1,162.0,2.89,,
DMH,2023-10-27,2023-10-26T23:00:00+0000,2023-10-27T03:00:00+0000,1,167.0,1.5,,
DCL,2023-10-27,2023-10-26T23:00:00+0000,2023-10-27T03:00:00+0000,1,1169.0,1.05,,
DCH,2023-10-27,2023-10-26T23:00:00+0000,2023-10-27T03:00:00+0000,1,1288.0,7.26,,
DRL,2023-10-26,2023-10-26T19:00:00+0000,2023-10-26T23:00:00+0000,6,245.0,7.77,,
DRH,2023-10-26,2023-10-26T19:00:00+0000,2023-10-26T23:00:00+0000,6,256.0,0.0,,
DML,2023-10-26,2023-10-26T19:00:00+0000,2023-10-26T23:00:00+0000,6,155.0,6.0,,
DMH,2023-10-26,2023-10-26T19:00:00+0000,2023-10-26T23:00:00+0000,6,164.0,2.07,,
DCL,2023-10-26,2023-10-26T19:00:00+0000,2023-10-26T23:00:00+0000,6,715.0,1.5,,
DCH,2023-10-26,2023-10-26T19:00:00+0000,2023-10-26T23:00:00+0000,6,692.0,0.4,,
DRL,2023-10-26,2023-10-26T15:00:00+0000,2023-10-26T19:00:00+0000,5,226.0,11.5,,
DRH,2023-10-26,2023-10-26T15:00:00+0000,2023-10-26T19:00:00+0000,5,242.0,12.02,,
DML,2023-10-26,2023-10-26T15:00:00+0000,2023-10-26T19:00:00+0000,5,102.0,9.0,,
DMH,2023-10-26,2023-10-26T15:00:00+0000,2023-10-26T19:00:00+0000,5,124.0,8.0,,
DCL,2023-10-26,2023-10-26T15:00:00+0000,2023-10-26T19:00:00+0000,5,819.0,2.62,,
DCH,2023-10-26,2023-10-26T15:00:00+0000,2023-10-26T19:00:00+0000,5,642.0,0.4,,
DRL,2023-10-26,2023-10-26T11:00:00+0000,2023-10-26T15:00:00+0000,4,248.0,8.5,,
DRH,2023-10-26,2023-10-26T11:00:00+0000,2023-10-26T15:00:00+0000,4,252.0,0.0,,
DML,2023-10-26,2023-10-26T11:00:00+0000,2023-10-26T15:00:00+0000,4,164.0,3.25,,
DMH,2023-10-26,2023-10-26T11:00:00+0000,2023-10-26T15:00:00+0000,4,166.0,2.0,,
DCL,2023-10-26,2023-10-26T11:00:00+0000,2023-10-26T15:00:00+0000,4,838.0,1.5,,
DCH,2023-10-26,2023-10-26T11:00:00+0000,2023-10-26T15:00:00+0000,4,642.0,1.1,,
DRL,2023-10-26,2023-10-26T07:00:00+0000,2023-10-26T11:00:00+0000,3,249.0,7.77,,
DRH,2023-10-26,2023-10-26T07:00:00+0000,2023-10-26T11:00:00+0000,3,260.0,0.0,,
DML,2023-10-26,2023-10-26T07:00:00+0000,2023-10-26T11:00:00+0000,3,163.0,2.81,,
DMH,2023-10-26,2023-10-26T07:00:00+0000,2023-10-26T11:00:00+0000,3,167.0,1.86,,
DCL,2023-10-26,2023-10-26T07:00:00+0000,2023-10-26T11:00:00+0000,3,796.0,1.75,,
DCH,2023-10-26,2023-10-26T07:00:00+0000,2023-10-26T11:00:00+0000,3,645.0,1.23,,
DRL,2023-10-26,2023-10-26T03:00:00+0000,2023-10-26T07:00:00+0000,2,231.0,9.22,,
DRH,2023-10-26,2023-10-26T03:00:00+0000,2023-10-26T07:00:00+0000,2,252.0,6.43,,
DML,2023-10-26,2023-10-26T03:00:00+0000,2023-10-26T07:00:00+0000,2,156.0,5.33,,
DMH,2023-10-26,2023-10-26T03:00:00+0000,2023-10-26T07:00:00+0000,2,145.0,6.69,,
DCL,2023-10-26,2023-10-26T03:00:00+0000,2023-10-26T07:00:00+0000,2,932.0,1.41,,
DCH,2023-10-26,2023-10-26T03:00:00+0000,2023-10-26T07:00:00+0000,2,768.0,0.9,,
DRL,2023-10-26,2023-10-25T23:00:00+0000,2023-10-26T03:00:00+0000,1,219.0,8.0,,
DRH,2023-10-26,2023-10-25T23:00:00+0000,2023-10-26T03:00:00+0000,1,244.0,7.94,,
DML,2023-10-26,2023-10-25T23:00:00+0000,2023-10-26T03:00:00+0000,1,133.0,8.0,,
DMH,2023-10-26,2023-10-25T23:00:00+0000,2023-10-26T03:00:00+0000,1,117.0,7.0,,
DCL,2023-10-26,2023-10-25T23:00:00+0000,2023-10-26T03:00:00+0000,1,902.0,1.08,,
DCH,2023-10-26,2023-10-25T23:00:00+0000,2023-10-26T03:00:00+0000,1,750.0,0.4,,
DRL,2023-10-25,2023-10-25T19:00:00+0000,2023-10-25T23:00:00+0000,6,224.0,11.5,,
DRH,2023-10-25,2023-10-25T19:00:00+0000,2023-10-25T23:00:00+0000,6,259.0,0.0,,
DML,2023-10-25,2023-10-25T19:00:00+0000,2023-10-25T23:00:00+0000,6,109.0,10.81,,
DMH,2023-10-25,2023-10-25T19:00:00+0000,2023-10-25T23:00:00+0000,6,138.0,8.95,,
DCL,2023-10-25,2023-10-25T19:00:00+0000,2023-10-25T23:00:00+0000,6,975.0,2.08,,
DCH,2023-10-25,2023-10-25T19:00:00+0000,2023-10-25T23:00:00+0000,6,1060.0,2.08,,
DRL,2023-10-25,2023-10-25T15:00:00+0000,2023-10-25T19:00:00+0000,5,242.0,10.0,,
DRH,2023-10-25,2023-10-25T15:00:00+0000,2023-10-25T19:00:00+0000,5,254.0,0.0,,
DML,2023-10-25,2023-10-25T15:00:00+0000,2023-10-25T19:00:00+0000,5,137.0,8.82,,
DMH,2023-10-25,2023-10-25T15:00:00+0000,2023-10-25T19:00:00+0000,5,166.0,1.92,,
DCL,2023-10-25,2023-10-25T15:00:00+0000,2023-10-25T19:00:00+0000,5,965.0,7.92,,
DCH,2023-10-25,2023-10-25T15:00:00+0000,2023-10-25T19:00:00+0000,5,996.0,2.63,,
DRL,2023-10-25,2023-10-25T11:00:00+0000,2023-10-25T15:00:00+0000,4,246.0,8.5,,
DRH,2023-10-25,2023-10-25T11:00:00+0000,2023-10-25T15:00:00+0000,4,260.0,0.0,,
DML,2023-10-25,2023-10-25T11:00:00+0000,2023-10-25T15:00:00+0000,4,140.0,8.33,,
DMH,2023-10-25,2023-10-25T11:00:00+0000,2023-10-25T15:00:00+0000,4,147.0,9.86,,
DCL,2023-10-25,2023-10-25T11:00:00+0000,2023-10-25T15:00:00+0000,4,976.0,2.09,,
DCH,2023-10-25,2023-10-25T11:00:00+0000,2023-10-25T15:00:00+0000,4,1012.0,2.41,,
DRL,2023-10-25,2023-10-25T07:00:00+0000,2023-10-25T11:00:00+0000,3,244.0,10.9,,
DRH,2023-10-25,2023-10-25T07:00:00+0000,2023-10-25T11:00:00+0000,3,258.0,0.0,,
DML,2023-10-25,2023-10-25T07:00:00+0000,2023-10-25T11:00:00+0000,3,115.0,8.35,,
DMH,2023-10-25,2023-10-25T07:00:00+0000,2023-10-25T11:00:00+0000,3,118.0,12.51,,
DCL,2023-10-25,2023-10-25T07:00:00+0000,2023-10-25T11:00:00+0000,3,981.0,1.95,,
DCH,2023-10-25,2023-10-25T07:00:00+0000,2023-10-25T11:00:00+0000,3,1010.0,1.59,,
DRL,2023-10-25,2023-10-25T03:00:00+0000,2023-10-25T07:00:00+0000,2,240.0,8.0,,
DRH,2023-10-25,2023-10-25T03:00:00+0000,2023-10-25T07:00:00+0000,2,260.0,0.0,,
DML,2023-10-25,2023-10-25T03:00:00+0000,2023-10-25T07:00:00+0000,2,137.0,8.15,,
DMH,2023-10-25,2023-10-25T03:00:00+0000,2023-10-25T07:00:00+0000,2,166.0,2.14,,
DCL,2023-10-25,2023-10-25T03:00:00+0000,2023-10-25T07:00:00+0000,2,1006.0,1.45,,
DCH,2023-10-25,2023-10-25T03:00:00+0000,2023-10-25T07:00:00+0000,2,1211.0,8.89,,
DRL,2023-10-25,2023-10-24T23:00:00+0000,2023-10-25T03:00:00+0000,1,237.0,7.39,,
DRH,2023-10-25,2023-10-24T23:00:00+0000,2023-10-25T03:00:00+0000,1,260.0,0.0,,
DML,2023-10-25,2023-10-24T23:00:00+0000,2023-10-25T03:00:00+0000,1,118.0,8.88,,
DMH,2023-10-25,2023-10-24T23:00:00+0000,2023-10-25T03:00:00+0000,1,104.0,4.5,,
DCL,2023-10-25,2023-10-24T23:00:00+0000,2023-10-25T03:00:00+0000,1,1017.0,2.75,,
DCH,2023-10-25,2023-10-24T23:00:00+0000,2023-10-25T03:00:00+0000,1,1192.0,7.94,,
DRL,2023-10-24,2023-10-24T19:00:00+0000,2023-10-24T23:00:00+0000,6,244.0,7.49,,
DRH,2023-10-24,2023-10-24T19:00:00+0000,2023-10-24T23:00:00+0000,6,260.0,0.0,,
DML,2023-10-24,2023-10-24T19:00:00+0000,2023-10-24T23:00:00+0000,6,112.0,3.41,,
DMH,2023-10-24,2023-10-24T19:00:00+0000,2023-10-24T23:00:00+0000,6,116.0,2.0,,
DCL,2023-10-24,2023-10-24T19:00:00+0000,2023-10-24T23:00:00+0000,6,920.0,3.98,,
DCH,2023-10-24,2023-10-24T19:00:00+0000,2023-10-24T23:00:00+0000,6,702.0,0.63,,
DRL,2023-10-24,2023-10-24T15:00:00+0000,2023-10-24T19:00:00+0000,5,248.0,9.0,,
DRH,2023-10-24,2023-10-24T15:00:00+0000,2023-10-24T19:00:00+0000,5,259.0,0.0,,
DML,2023-10-24,2023-10-24T15:00:00+0000,2023-10-24T19:00:00+0000,5,109.0,3.73,,
DMH,2023-10-24,2023-10-24T15:00:00+0000,2023-10-24T19:00:00+0000,5,119.0,0.82,,
DCL,2023-10-24,2023-10-24T15:00:00+0000,2023-10-24T19:00:00+0000,5,911.0,7.31,,
DCH,2023-10-24,2023-10-24T15:00:00+0000,2023-10-24T19:00:00+0000,5,646.0,0.38,,
DRL,2023-10-24,2023-10-24T11:00:00+0000,2023-10-24T15:00:00+0000,4,244.0,10.6,,
DRH,2023-10-24,2023-10-24T11:00:00+0000,2023-10-24T15:00:00+0000,4,260.0,0.0,,
DML,2023-10-24,2023-10-24T11:00:00+0000,2023-10-24T15:00:00+0000,4,114.0,3.0,,
DMH,2023-10-24,2023-10-24T11:00:00+0000,2023-10-24T15:00:00+0000,4,114.0,2.0,,
DCL,2023-10-24,2023-10-24T11:00:00+0000,2023-10-24T15:00:00+0000,4,946.0,2.11,,
DCH,2023-10-24,2023-10-24T11:00:00+0000,2023-10-24T15:00:00+0000,4,665.0,0.9,,
DRL,2023-10-24,2023-10-24T07:00:00+0000,2023-10-24T11:00:00+0000,3,244.0,10.99,,
DRH,2023-10-24,2023-10-24T07:00:00+0000,2023-10-24T11:00:00+0000,3,260.0,0.0,,
DML,2023-10-24,2023-10-24T07:00:00+0000,2023-10-24T11:00:00+0000,3,108.0,5.1,,
DMH,2023-10-24,2023-10-24T07:00:00+0000,2023-10-24T11:00:00+0000,3,119.0,1.32,,
DCL,2023-10-24,2023-10-24T07:00:00+0000,2023-10-24T11:00:00+0000,3,944.0,3.96,,
DCH,2023-10-24,2023-10-24T07:00:00+0000,2023-10-24T11:00:00+0000,3,678.0,0.94,,
DRL,2023-10-24,2023-10-24T03:00:00+0000,2023-10-24T07:00:00+0000,2,246.0,7.49,,
DRH,2023-10-24,2023-10-24T03:00:00+0000,2023-10-24T07:00:00+0000,2,260.0,0.0,,
DML,2023-10-24,2023-10-24T03:00:00+0000,2023-10-24T07:00:00+0000,2,112.0,3.33,,
DMH,2023-10-24,2023-10-24T03:00:00+0000,2023-10-24T07:00:00+0000,2,120.0,1.91,,
DCL,2023-10-24,2023-10-24T03:00:00+0000,2023-10-24T07:00:00+0000,2,990.0,1.1,,
DCH,2023-10-24,2023-10-24T03:00:00+0000,2023-10-24T07:00:00+0000,2,898.0,1.98,,
DRL,2023-10-24,2023-10-23T23:00:00+0000,2023-10-24T03:00:00+0000,1,238.0,7.49,,
DRH,2023-10-24,2023-10-23T23:00:00+0000,2023-10-24T03:00:00+0000,1,259.0,0.7,,
DML,2023-10-24,2023-10-23T23:00:00+0000,2023-10-24T03:00:00+0000,1,110.0,5.39,,
DMH,2023-10-24,2023-10-23T23:00:00+0000,2023-10-24T03:00:00+0000,1,120.0,0.0,,
DCL,2023-10-24,2023-10-23T23:00:00+0000,2023-10-24T03:00:00+0000,1,995.0,1.64,,
DCH,2023-10-24,2023-10-23T23:00:00+0000,2023-10-24T03:00:00+0000,1,895.0,2.51,,
DRL,2023-10-23,2023-10-23T19:00:00+0000,2023-10-23T23:00:00+0000,6,241.0,7.79,,
DRH,2023-10-23,2023-10-23T19:00:00+0000,2023-10-23T23:00:00+0000,6,256.0,0.0,,
DML,2023-10-23,2023-10-23T19:00:00+0000,2023-10-23T23:00:00+0000,6,115.0,2.7,,
DMH,2023-10-23,2023-10-23T19:00:00+0000,2023-10-23T23:00:00+0000,6,119.0,0.0,,
DCL,2023-10-23,2023-10-23T19:00:00+0000,2023-10-23T23:00:00+0000,6,965.0,2.99,,
DCH,2023-10-23,2023-10-23T19:00:00+0000,2023-10-23T23:00:00+0000,6,774.0,0.96,,
DRL,2023-10-23,2023-10-23T15:00:00+0000,2023-10-23T19:00:00+0000,5,242.0,9.0,,
DRH,2023-10-23,2023-10-23T15:00:00+0000,2023-10-23T19:00:00+0000,5,255.0,0.0,,
DML,2023-10-23,2023-10-23T15:00:00+0000,2023-10-23T19:00:00+0000,5,114.0,3.88,,
DMH,2023-10-23,2023-10-23T15:00:00+0000,2023-10-23T19:00:00+0000,5,120.0,0.0,,
DCL,2023-10-23,2023-10-23T15:00:00+0000,2023-10-23T19:00:00+0000,5,743.0,2.99,,
DCH,2023-10-23,2023-10-23T15:00:00+0000,2023-10-23T19:00:00+0000,5,662.0,0.66,,
DRL,2023-10-23,2023-10-23T11:00:00+0000,2023-10-23T15:00:00+0000,4,246.0,8.5,,
DRH,2023-10-23,2023-10-23T11:00:00+0000,2023-10-23T15:00:00+0000,4,253.0,0.0,,
DML,2023-10-23,2023-10-23T11:00:00+0000,2023-10-23T15:00:00+0000,4,102.0,5.22,,
DMH,2023-10-23,2023-10-23T11:00:00+0000,2023-10-23T15:00:00+0000,4,116.0,1.5,,
DCL,2023-10-23,2023-10-23T11:00:00+0000,2023-10-23T15:00:00+0000,4,915.0,3.83,,
DCH,2023-10-23,2023-10-23T11:00:00+0000,2023-10-23T15:00:00+0000,4,672.0,0.44,,
DRL,2023-10-23,2023-10-23T07:00:00+0000,2023-10-23T11:00:00+0000,3,246.0,7.79,,
DRH,2023-10-23,2023-10-23T07:00:00+0000,2023-10-23T11:00:00+0000,3,260.0,0.0,,
DML,2023-10-23,2023-10-23T07:00:00+0000,2023-10-23T11:00:00+0000,3,114.0,2.1,,
DMH,2023-10-23,2023-10-23T07:00:00+0000,2023-10-23T11:00:00+0000,3,116.0,2.04,,
DCL,2023-10-23,2023-10-23T07:00:00+0000,2023-10-23T11:00:00+0000,3,915.0,4.76,,
DCH,2023-10-23,2023-10-23T07:00:00+0000,2023-10-23T11:00:00+0000,3,674.0,0.14,,
DRL,2023-10-23,2023-10-23T03:00:00+0000,2023-10-23T07:00:00+0000,2,244.0,8.0,,
DRH,2023-10-23,2023-10-23T03:00:00+0000,2023-10-23T07:00:00+0000,2,250.0,4.57,,
DML,2023-10-23,2023-10-23T03:00:00+0000,2023-10-23T07:00:00+0000,2,115.0,2.07,,
DMH,2023-10-23,2023-10-23T03:00:00+0000,2023-10-23T07:00:00+0000,2,118.0,2.03,,
DCL,2023-10-23,2023-10-23T03:00:00+0000,2023-10-23T07:00:00+0000,2,924.0,1.41,,
DCH,2023-10-23,2023-10-23T03:00:00+0000,2023-10-23T07:00:00+0000,2,807.0,1.99,,
DRL,2023-10-23,2023-10-22T23:00:00+0000,2023-10-23T03:00:00+0000,1,192.0,7.79,,
DRH,2023-10-23,2023-10-22T23:00:00+0000,2023-10-23T03:00:00+0000,1,249.0,6.66,,
DML,2023-10-23,2023-10-22T23:00:00+0000,2023-10-23T03:00:00+0000,1,116.0,2.01,,
DMH,2023-10-23,2023-10-22T23:00:00+0000,2023-10-23T03:00:00+0000,1,116.0,2.06,,
DCL,2023-10-23,2023-10-22T23:00:00+0000,2023-10-23T03:00:00+0000,1,926.0,1.5,,
DCH,2023-10-23,2023-10-22T23:00:00+0000,2023-10-23T03:00:00+0000,1,802.0,1.77,,
DRL,2023-10-22,2023-10-22T19:00:00+0000,2023-10-22T23:00:00+0000,6,244.0,9.97,,
DRH,2023-10-22,2023-10-22T19:00:00+0000,2023-10-22T23:00:00+0000,6,249.0,0.0,,
DML,2023-10-22,2023-10-22T19:00:00+0000,2023-10-22T23:00:00+0000,6,116.0,3.2,,
DMH,2023-10-22,2023-10-22T19:00:00+0000,2023-10-22T23:00:00+0000,6,120.0,0.61,,
DCL,2023-10-22,2023-10-22T19:00:00+0000,2023-10-22T23:00:00+0000,6,1065.0,4.27,,
DCH,2023-10-22,2023-10-22T19:00:00+0000,2023-10-22T23:00:00+0000,6,761.0,0.88,,
DRL,2023-10-22,2023-10-22T15:00:00+0000,2023-10-22T19:00:00+0000,5,248.0,9.0,,
DRH,2023-10-22,2023-10-22T15:00:00+0000,2023-10-22T19:00:00+0000,5,259.0,0.0,,
DML,2023-10-22,2023-10-22T15:00:00+0000,2023-10-22T19:00:00+0000,5,94.0,9.77,,
DMH,2023-10-22,2023-10-22T15:00:00+0000,2023-10-22T19:00:00+0000,5,112.0,4.74,,
DCL,2023-10-22,2023-10-22T15:00:00+0000,2023-10-22T19:00:00+0000,5,902.0,9.87,,
DCH,2023-10-22,2023-10-22T15:00:00+0000,2023-10-22T19:00:00+0000,5,784.0,0.3,,
DRL,2023-10-22,2023-10-22T11:00:00+0000,2023-10-22T15:00:00+0000,4,251.0,8.5,,
DRH,2023-10-22,2023-10-22T11:00:00+0000,2023-10-22T15:00:00+0000,4,255.0,0.0,,
DML,2023-10-22,2023-10-22T11:00:00+0000,2023-10-22T15:00:00+0000,4,114.0,2.5,,
DMH,2023-10-22,2023-10-22T11:00:00+0000,2023-10-22T15:00:00+0000,4,118.0,0.0,,
DCL,2023-10-22,2023-10-22T11:00:00+0000,2023-10-22T15:00:00+0000,4,1105.0,5.47,,
DCH,2023-10-22,2023-10-22T11:00:00+0000,2023-10-22T15:00:00+0000,4,816.0,0.92,,
DRL,2023-10-22,2023-10-22T07:00:00+0000,2023-10-22T11:00:00+0000,3,252.0,7.77,,
DRH,2023-10-22,2023-10-22T07:00:00+0000,2023-10-22T11:00:00+0000,3,258.0,0.0,,
DML,2023-10-22,2023-10-22T07:00:00+0000,2023-10-22T11:00:00+0000,3,102.0,7.97,,
DMH,2023-10-22,2023-10-22T07:00:00+0000,2023-10-22T11:00:00+0000,3,118.0,2.14,,
DCL,2023-10-22,2023-10-22T07:00:00+0000,2023-10-22T11:00:00+0000,3,1107.0,3.5,,
DCH,2023-10-22,2023-10-22T07:00:00+0000,2023-10-22T11:00:00+0000,3,950.0,3.0,,
DRL,2023-10-22,2023-10-22T03:00:00+0000,2023-10-22T07:00:00+0000,2,244.0,7.75,,
DRH,2023-10-22,2023-10-22T03:00:00+0000,2023-10-22T07:00:00+0000,2,247.0,0.0,,
DML,2023-10-22,2023-10-22T03:00:00+0000,2023-10-22T07:00:00+0000,2,83.0,4.87,,
DMH,2023-10-22,2023-10-22T03:00:00+0000,2023-10-22T07:00:00+0000,2,98.0,16.33,,
DCL,2023-10-22,2023-10-22T03:00:00+0000,2023-10-22T07:00:00+0000,2,1134.0,3.08,,
