service,efa_date,delivery_start,delivery_end,efa,cleared_volume,clearing_price,service_type,auction_id
DRL,2022-08-14,2022-08-14T03:00:00+0000,2022-08-14T07:00:00+0000,2,16.0,26.5,,
DRH,2022-08-14,2022-08-14T03:00:00+0000,2022-08-14T07:00:00+0000,2,84.0,19.38,,
DML,2022-08-14,2022-08-14T03:00:00+0000,2022-08-14T07:00:00+0000,2,9.0,5.37,,
DMH,2022-08-14,2022-08-14T03:00:00+0000,2022-08-14T07:00:00+0000,2,11.0,9.67,,
DCL,2022-08-14,2022-08-14T03:00:00+0000,2022-08-14T07:00:00+0000,2,887.0,2.86,,
DCH,2022-08-14,2022-08-14T03:00:00+0000,2022-08-14T07:00:00+0000,2,723.0,1.12,,
DRL,2022-08-14,2022-08-13T23:00:00+0000,2022-08-14T03:00:00+0000,1,16.0,26.92,,
DRH,2022-08-14,2022-08-13T23:00:00+0000,2022-08-14T03:00:00+0000,1,86.0,27.29,,
DML,2022-08-14,2022-08-13T23:00:00+0000,2022-08-14T03:00:00+0000,1,9.0,2.66,,
DMH,2022-08-14,2022-08-13T23:00:00+0000,2022-08-14T03:00:00+0000,1,12.0,11.9,,
DCL,2022-08-14,2022-08-13T23:00:00+0000,2022-08-14T03:00:00+0000,1,865.0,2.86,,
DCH,2022-08-14,2022-08-13T23:00:00+0000,2022-08-14T03:00:00+0000,1,706.0,0.98,,
DRL,2022-08-13,2022-08-13T19:00:00+0000,2022-08-13T23:00:00+0000,6,16.0,34.92,,
DRH,2022-08-13,2022-08-13T19:00:00+0000,2022-08-13T23:00:00+0000,6,83.0,33.63,,
DML,2022-08-13,2022-08-13T19:00:00+0000,2022-08-13T23:00:00+0000,6,0.0,0.0,,
DMH,2022-08-13,2022-08-13T19:00:00+0000,2022-08-13T23:00:00+0000,6,9.0,12.9,,
DCL,2022-08-13,2022-08-13T19:00:00+0000,2022-08-13T23:00:00+0000,6,667.0,2.92,,
DCH,2022-08-13,2022-08-13T19:00:00+0000,2022-08-13T23:00:00+0000,6,559.0,0.95,,
DRL,2022-08-13,2022-08-13T15:00:00+0000,2022-08-13T19:00:00+0000,5,16.0,33.89,,
DRH,2022-08-13,2022-08-13T15:00:00+0000,2022-08-13T19:00:00+0000,5,57.0,41.8,,
DML,2022-08-13,2022-08-13T15:00:00+0000,2022-08-13T19:00:00+0000,5,0.0,0.0,,
DMH,2022-08-13,2022-08-13T15:00:00+0000,2022-08-13T19:00:00+0000,5,8.0,3.8,,
DCL,2022-08-13,2022-08-13T15:00:00+0000,2022-08-13T19:00:00+0000,5,917.0,21.72,,
DCH,2022-08-13,2022-08-13T15:00:00+0000,2022-08-13T19:00:00+0000,5,633.0,2.51,,
DRL,2022-08-13,2022-08-13T11:00:00+0000,2022-08-13T15:00:00+0000,4,16.0,29.23,,
DRH,2022-08-13,2022-08-13T11:00:00+0000,2022-08-13T15:00:00+0000,4,57.0,29.43,,
DML,2022-08-13,2022-08-13T11:00:00+0000,2022-08-13T15:00:00+0000,4,6.0,5.95,,
DMH,2022-08-13,2022-08-13T11:00:00+0000,2022-08-13T15:00:00+0000,4,9.0,11.4,,
DCL,2022-08-13,2022-08-13T11:00:00+0000,2022-08-13T15:00:00+0000,4,914.0,7.64,,
DCH,2022-08-13,2022-08-13T11:00:00+0000,2022-08-13T15:00:00+0000,4,629.0,2.0,,
DRL,2022-08-13,2022-08-13T07:00:00+0000,2022-08-13T11:00:00+0000,3,16.0,32.82,,
DRH,2022-08-13,2022-08-13T07:00:00+0000,2022-08-13T11:00:00+0000,3,57.0,44.4,,
DML,2022-08-13,2022-08-13T07:00:00+0000,2022-08-13T11:00:00+0000,3,6.0,5.95,,
DMH,2022-08-13,2022-08-13T07:00:00+0000,2022-08-13T11:00:00+0000,3,8.0,1.25,,
DCL,2022-08-13,2022-08-13T07:00:00+0000,2022-08-13T11:00:00+0000,3,898.0,7.45,,
DCH,2022-08-13,2022-08-13T07:00:00+0000,2022-08-13T11:00:00+0000,3,667.0,1.5,,
DRL,2022-08-13,2022-08-13T03:00:00+0000,2022-08-13T07:00:00+0000,2,16.0,26.5,,
DRH,2022-08-13,2022-08-13T03:00:00+0000,2022-08-13T07:00:00+0000,2,83.0,29.99,,
DML,2022-08-13,2022-08-13T03:00:00+0000,2022-08-13T07:00:00+0000,2,9.0,6.6,,
DMH,2022-08-13,2022-08-13T03:00:00+0000,2022-08-13T07:00:00+0000,2,11.0,9.4,,
DCL,2022-08-13,2022-08-13T03:00:00+0000,2022-08-13T07:00:00+0000,2,826.0,3.03,,
DCH,2022-08-13,2022-08-13T03:00:00+0000,2022-08-13T07:00:00+0000,2,661.0,0.95,,
DRL,2022-08-13,2022-08-12T23:00:00+0000,2022-08-13T03:00:00+0000,1,16.0,26.92,,
DRH,2022-08-13,2022-08-12T23:00:00+0000,2022-08-13T03:00:00+0000,1,86.0,13.2,,
DML,2022-08-13,2022-08-12T23:00:00+0000,2022-08-13T03:00:00+0000,1,10.0,6.99,,
DMH,2022-08-13,2022-08-12T23:00:00+0000,2022-08-13T03:00:00+0000,1,13.0,12.01,,
DCL,2022-08-13,2022-08-12T23:00:00+0000,2022-08-13T03:00:00+0000,1,710.0,1.9,,
DCH,2022-08-13,2022-08-12T23:00:00+0000,2022-08-13T03:00:00+0000,1,645.0,0.95,,
DRL,2022-08-12,2022-08-12T19:00:00+0000,2022-08-12T23:00:00+0000,6,32.0,45.1,,
DRH,2022-08-12,2022-08-12T19:00:00+0000,2022-08-12T23:00:00+0000,6,95.0,10.0,,
DML,2022-08-12,2022-08-12T19:00:00+0000,2022-08-12T23:00:00+0000,6,0.0,0.0,,
DMH,2022-08-12,2022-08-12T19:00:00+0000,2022-08-12T23:00:00+0000,6,0.0,0.0,,
DCL,2022-08-12,2022-08-12T19:00:00+0000,2022-08-12T23:00:00+0000,6,541.0,3.76,,
DCH,2022-08-12,2022-08-12T19:00:00+0000,2022-08-12T23:00:00+0000,6,501.0,0.95,,
DRL,2022-08-12,2022-08-12T15:00:00+0000,2022-08-12T19:00:00+0000,5,29.0,45.0,,
DRH,2022-08-12,2022-08-12T15:00:00+0000,2022-08-12T19:00:00+0000,5,81.0,33.5,,
DML,2022-08-12,2022-08-12T15:00:00+0000,2022-08-12T19:00:00+0000,5,0.0,0.0,,
DMH,2022-08-12,2022-08-12T15:00:00+0000,2022-08-12T19:00:00+0000,5,0.0,0.0,,
DCL,2022-08-12,2022-08-12T15:00:00+0000,2022-08-12T19:00:00+0000,5,670.0,8.95,,
DCH,2022-08-12,2022-08-12T15:00:00+0000,2022-08-12T19:00:00+0000,5,535.0,1.5,,
DRL,2022-08-12,2022-08-12T11:00:00+0000,2022-08-12T15:00:00+0000,4,41.0,45.0,,
DRH,2022-08-12,2022-08-12T11:00:00+0000,2022-08-12T15:00:00+0000,4,94.0,10.0,,
DML,2022-08-12,2022-08-12T11:00:00+0000,2022-08-12T15:00:00+0000,4,0.0,0.0,,
DMH,2022-08-12,2022-08-12T11:00:00+0000,2022-08-12T15:00:00+0000,4,0.0,0.0,,
DCL,2022-08-12,2022-08-12T11:00:00+0000,2022-08-12T15:00:00+0000,4,770.0,17.28,,
DCH,2022-08-12,2022-08-12T11:00:00+0000,2022-08-12T15:00:00+0000,4,538.0,4.29,,
DRL,2022-08-12,2022-08-12T07:00:00+0000,2022-08-12T11:00:00+0000,3,29.0,45.0,,
DRH,2022-08-12,2022-08-12T07:00:00+0000,2022-08-12T11:00:00+0000,3,86.0,32.64,,
DML,2022-08-12,2022-08-12T07:00:00+0000,2022-08-12T11:00:00+0000,3,0.0,0.0,,
DMH,2022-08-12,2022-08-12T07:00:00+0000,2022-08-12T11:00:00+0000,3,0.0,0.0,,
DCL,2022-08-12,2022-08-12T07:00:00+0000,2022-08-12T11:00:00+0000,3,755.0,19.7,,
DCH,2022-08-12,2022-08-12T07:00:00+0000,2022-08-12T11:00:00+0000,3,565.0,2.0,,
DRL,2022-08-12,2022-08-12T03:00:00+0000,2022-08-12T07:00:00+0000,2,32.0,35.0,,
DRH,2022-08-12,2022-08-12T03:00:00+0000,2022-08-12T07:00:00+0000,2,95.0,10.0,,
DML,2022-08-12,2022-08-12T03:00:00+0000,2022-08-12T07:00:00+0000,2,4.0,8.5,,
DMH,2022-08-12,2022-08-12T03:00:00+0000,2022-08-12T07:00:00+0000,2,4.0,8.5,,
DCL,2022-08-12,2022-08-12T03:00:00+0000,2022-08-12T07:00:00+0000,2,611.0,1.9,,
DCH,2022-08-12,2022-08-12T03:00:00+0000,2022-08-12T07:00:00+0000,2,612.0,4.9,,
DRL,2022-08-12,2022-08-11T23:00:00+0000,2022-08-12T03:00:00+0000,1,32.0,35.0,,
DRH,2022-08-12,2022-08-11T23:00:00+0000,2022-08-12T03:00:00+0000,1,85.0,22.3,,
DML,2022-08-12,2022-08-11T23:00:00+0000,2022-08-12T03:00:00+0000,1,4.0,8.5,,
DMH,2022-08-12,2022-08-11T23:00:00+0000,2022-08-12T03:00:00+0000,1,4.0,8.5,,
DCL,2022-08-12,2022-08-11T23:00:00+0000,2022-08-12T03:00:00+0000,1,594.0,2.91,,
DCH,2022-08-12,2022-08-11T23:00:00+0000,2022-08-12T03:00:00+0000,1,613.0,3.84,,
DRL,2022-08-11,2022-08-11T19:00:00+0000,2022-08-11T23:00:00+0000,6,3.0,38.88,,
DRH,2022-08-11,2022-08-11T19:00:00+0000,2022-08-11T23:00:00+0000,6,75.0,39.1,,
DML,2022-08-11,2022-08-11T19:00:00+0000,2022-08-11T23:00:00+0000,6,0.0,0.0,,
DMH,2022-08-11,2022-08-11T19:00:00+0000,2022-08-11T23:00:00+0000,6,0.0,0.0,,
DCL,2022-08-11,2022-08-11T19:00:00+0000,2022-08-11T23:00:00+0000,6,534.0,2.5,,
DCH,2022-08-11,2022-08-11T19:00:00+0000,2022-08-11T23:00:00+0000,6,486.0,0.95,,
DRL,2022-08-11,2022-08-11T15:00:00+0000,2022-08-11T19:00:00+0000,5,0.0,0.0,,
DRH,2022-08-11,2022-08-11T15:00:00+0000,2022-08-11T19:00:00+0000,5,70.0,44.1,,
DML,2022-08-11,2022-08-11T15:00:00+0000,2022-08-11T19:00:00+0000,5,0.0,0.0,,
DMH,2022-08-11,2022-08-11T15:00:00+0000,2022-08-11T19:00:00+0000,5,0.0,0.0,,
DCL,2022-08-11,2022-08-11T15:00:00+0000,2022-08-11T19:00:00+0000,5,666.0,9.03,,
DCH,2022-08-11,2022-08-11T15:00:00+0000,2022-08-11T19:00:00+0000,5,511.0,0.98,,
DRL,2022-08-11,2022-08-11T11:00:00+0000,2022-08-11T15:00:00+0000,4,0.0,0.0,,
DRH,2022-08-11,2022-08-11T11:00:00+0000,2022-08-11T15:00:00+0000,4,70.0,29.43,,
DML,2022-08-11,2022-08-11T11:00:00+0000,2022-08-11T15:00:00+0000,4,0.0,0.0,,
DMH,2022-08-11,2022-08-11T11:00:00+0000,2022-08-11T15:00:00+0000,4,0.0,0.0,,
DCL,2022-08-11,2022-08-11T11:00:00+0000,2022-08-11T15:00:00+0000,4,769.0,6.48,,
DCH,2022-08-11,2022-08-11T11:00:00+0000,2022-08-11T15:00:00+0000,4,509.0,1.25,,
DRL,2022-08-11,2022-08-11T07:00:00+0000,2022-08-11T11:00:00+0000,3,0.0,0.0,,
DRH,2022-08-11,2022-08-11T07:00:00+0000,2022-08-11T11:00:00+0000,3,70.0,32.64,,
DML,2022-08-11,2022-08-11T07:00:00+0000,2022-08-11T11:00:00+0000,3,0.0,0.0,,
DMH,2022-08-11,2022-08-11T07:00:00+0000,2022-08-11T11:00:00+0000,3,0.0,0.0,,
DCL,2022-08-11,2022-08-11T07:00:00+0000,2022-08-11T11:00:00+0000,3,753.0,13.12,,
DCH,2022-08-11,2022-08-11T07:00:00+0000,2022-08-11T11:00:00+0000,3,555.0,1.67,,
DRL,2022-08-11,2022-08-11T03:00:00+0000,2022-08-11T07:00:00+0000,2,3.0,25.51,,
DRH,2022-08-11,2022-08-11T03:00:00+0000,2022-08-11T07:00:00+0000,2,75.0,29.99,,
DML,2022-08-11,2022-08-11T03:00:00+0000,2022-08-11T07:00:00+0000,2,4.0,6.78,,
DMH,2022-08-11,2022-08-11T03:00:00+0000,2022-08-11T07:00:00+0000,2,4.0,9.22,,
DCL,2022-08-11,2022-08-11T03:00:00+0000,2022-08-11T07:00:00+0000,2,614.0,2.56,,
DCH,2022-08-11,2022-08-11T03:00:00+0000,2022-08-11T07:00:00+0000,2,634.0,2.56,,
DRL,2022-08-11,2022-08-10T23:00:00+0000,2022-08-11T03:00:00+0000,1,3.0,24.81,,
DRH,2022-08-11,2022-08-10T23:00:00+0000,2022-08-11T03:00:00+0000,1,75.0,29.1,,
DML,2022-08-11,2022-08-10T23:00:00+0000,2022-08-11T03:00:00+0000,1,4.0,7.0,,
DMH,2022-08-11,2022-08-10T23:00:00+0000,2022-08-11T03:00:00+0000,1,4.0,7.0,,
DCL,2022-08-11,2022-08-10T23:00:00+0000,2022-08-11T03:00:00+0000,1,611.0,3.22,,
DCH,2022-08-11,2022-08-10T23:00:00+0000,2022-08-11T03:00:00+0000,1,625.0,3.88,,
DRL,2022-08-10,2022-08-10T19:00:00+0000,2022-08-10T23:00:00+0000,6,29.0,38.73,,
DRH,2022-08-10,2022-08-10T19:00:00+0000,2022-08-10T23:00:00+0000,6,92.0,19.8,,
DML,2022-08-10,2022-08-10T19:00:00+0000,2022-08-10T23:00:00+0000,6,3.0,4.7,,
DMH,2022-08-10,2022-08-10T19:00:00+0000,2022-08-10T23:00:00+0000,6,4.0,12.6,,
DCL,2022-08-10,2022-08-10T19:00:00+0000,2022-08-10T23:00:00+0000,6,541.0,15.0,,
DCH,2022-08-10,2022-08-10T19:00:00+0000,2022-08-10T23:00:00+0000,6,407.0,2.0,,
DRL,2022-08-10,2022-08-10T15:00:00+0000,2022-08-10T19:00:00+0000,5,26.0,34.96,,
DRH,2022-08-10,2022-08-10T15:00:00+0000,2022-08-10T19:00:00+0000,5,90.0,14.95,,
DML,2022-08-10,2022-08-10T15:00:00+0000,2022-08-10T19:00:00+0000,5,3.0,5.0,,
DMH,2022-08-10,2022-08-10T15:00:00+0000,2022-08-10T19:00:00+0000,5,4.0,13.2,,
DCL,2022-08-10,2022-08-10T15:00:00+0000,2022-08-10T19:00:00+0000,5,755.0,46.47,,
DCH,2022-08-10,2022-08-10T15:00:00+0000,2022-08-10T19:00:00+0000,5,434.0,0.8,,
DRL,2022-08-10,2022-08-10T11:00:00+0000,2022-08-10T15:00:00+0000,4,25.0,24.96,,
DRH,2022-08-10,2022-08-10T11:00:00+0000,2022-08-10T15:00:00+0000,4,88.0,15.69,,
DML,2022-08-10,2022-08-10T11:00:00+0000,2022-08-10T15:00:00+0000,4,3.0,3.5,,
DMH,2022-08-10,2022-08-10T11:00:00+0000,2022-08-10T15:00:00+0000,4,4.0,10.5,,
DCL,2022-08-10,2022-08-10T11:00:00+0000,2022-08-10T15:00:00+0000,4,706.0,24.8,,
DCH,2022-08-10,2022-08-10T11:00:00+0000,2022-08-10T15:00:00+0000,4,441.0,0.95,,
DRL,2022-08-10,2022-08-10T07:00:00+0000,2022-08-10T11:00:00+0000,3,29.0,32.96,,
DRH,2022-08-10,2022-08-10T07:00:00+0000,2022-08-10T11:00:00+0000,3,86.0,10.0,,
DML,2022-08-10,2022-08-10T07:00:00+0000,2022-08-10T11:00:00+0000,3,3.0,4.7,,
DMH,2022-08-10,2022-08-10T07:00:00+0000,2022-08-10T11:00:00+0000,3,4.0,13.0,,
DCL,2022-08-10,2022-08-10T07:00:00+0000,2022-08-10T11:00:00+0000,3,690.0,36.05,,
DCH,2022-08-10,2022-08-10T07:00:00+0000,2022-08-10T11:00:00+0000,3,483.0,0.95,,
DRL,2022-08-10,2022-08-10T03:00:00+0000,2022-08-10T07:00:00+0000,2,29.0,27.48,,
DRH,2022-08-10,2022-08-10T03:00:00+0000,2022-08-10T07:00:00+0000,2,86.0,10.0,,
DML,2022-08-10,2022-08-10T03:00:00+0000,2022-08-10T07:00:00+0000,2,4.0,4.97,,
DMH,2022-08-10,2022-08-10T03:00:00+0000,2022-08-10T07:00:00+0000,2,4.0,9.89,,
DCL,2022-08-10,2022-08-10T03:00:00+0000,2022-08-10T07:00:00+0000,2,643.0,5.12,,
DCH,2022-08-10,2022-08-10T03:00:00+0000,2022-08-10T07:00:00+0000,2,566.0,1.86,,
DRL,2022-08-10,2022-08-09T23:00:00+0000,2022-08-10T03:00:00+0000,1,29.0,26.92,,
DRH,2022-08-10,2022-08-09T23:00:00+0000,2022-08-10T03:00:00+0000,1,86.0,10.0,,
DML,2022-08-10,2022-08-09T23:00:00+0000,2022-08-10T03:00:00+0000,1,4.0,4.57,,
DMH,2022-08-10,2022-08-09T23:00:00+0000,2022-08-10T03:00:00+0000,1,4.0,10.17,,
DCL,2022-08-10,2022-08-09T23:00:00+0000,2022-08-10T03:00:00+0000,1,645.0,3.95,,
DCH,2022-08-10,2022-08-09T23:00:00+0000,2022-08-10T03:00:00+0000,1,556.0,0.98,,
DRL,2022-08-09,2022-08-09T19:00:00+0000,2022-08-09T23:00:00+0000,6,0.0,0.0,,
DRH,2022-08-09,2022-08-09T19:00:00+0000,2022-08-09T23:00:00+0000,6,0.0,0.0,,
DML,2022-08-09,2022-08-09T19:00:00+0000,2022-08-09T23:00:00+0000,6,0.0,0.0,,
DMH,2022-08-09,2022-08-09T19:00:00+0000,2022-08-09T23:00:00+0000,6,0.0,0.0,,
DCL,2022-08-09,2022-08-09T19:00:00+0000,2022-08-09T23:00:00+0000,6,546.0,2.0,,
DCH,2022-08-09,2022-08-09T19:00:00+0000,2022-08-09T23:00:00+0000,6,537.0,0.91,,
DRL,2022-08-09,2022-08-09T15:00:00+0000,2022-08-09T19:00:00+0000,5,0.0,0.0,,
DRH,2022-08-09,2022-08-09T15:00:00+0000,2022-08-09T19:00:00+0000,5,0.0,0.0,,
DML,2022-08-09,2022-08-09T15:00:00+0000,2022-08-09T19:00:00+0000,5,0.0,0.0,,
DMH,2022-08-09,2022-08-09T15:00:00+0000,2022-08-09T19:00:00+0000,5,0.0,0.0,,
DCL,2022-08-09,2022-08-09T15:00:00+0000,2022-08-09T19:00:00+0000,5,787.0,5.95,,
DCH,2022-08-09,2022-08-09T15:00:00+0000,2022-08-09T19:00:00+0000,5,556.0,1.16,,
DRL,2022-08-09,2022-08-09T11:00:00+0000,2022-08-09T15:00:00+0000,4,0.0,0.0,,
DRH,2022-08-09,2022-08-09T11:00:00+0000,2022-08-09T15:00:00+0000,4,0.0,0.0,,
DML,2022-08-09,2022-08-09T11:00:00+0000,2022-08-09T15:00:00+0000,4,0.0,0.0,,
DMH,2022-08-09,2022-08-09T11:00:00+0000,2022-08-09T15:00:00+0000,4,0.0,0.0,,
DCL,2022-08-09,2022-08-09T11:00:00+0000,2022-08-09T15:00:00+0000,4,786.0,5.95,,
DCH,2022-08-09,2022-08-09T11:00:00+0000,2022-08-09T15:00:00+0000,4,582.0,2.0,,
DRL,2022-08-09,2022-08-09T07:00:00+0000,2022-08-09T11:00:00+0000,3,0.0,0.0,,
DRH,2022-08-09,2022-08-09T07:00:00+0000,2022-08-09T11:00:00+0000,3,0.0,0.0,,
DML,2022-08-09,2022-08-09T07:00:00+0000,2022-08-09T11:00:00+0000,3,0.0,0.0,,
DMH,2022-08-09,2022-08-09T07:00:00+0000,2022-08-09T11:00:00+0000,3,0.0,0.0,,
DCL,2022-08-09,2022-08-09T07:00:00+0000,2022-08-09T11:00:00+0000,3,780.0,5.95,,
DCH,2022-08-09,2022-08-09T07:00:00+0000,2022-08-09T11:00:00+0000,3,606.0,1.1,,
DRL,2022-08-09,2022-08-09T03:00:00+0000,2022-08-09T07:00:00+0000,2,0.0,0.0,,
DRH,2022-08-09,2022-08-09T03:00:00+0000,2022-08-09T07:00:00+0000,2,0.0,0.0,,
DML,2022-08-09,2022-08-09T03:00:00+0000,2022-08-09T07:00:00+0000,2,0.0,0.0,,
DMH,2022-08-09,2022-08-09T03:00:00+0000,2022-08-09T07:00:00+0000,2,0.0,0.0,,
DCL,2022-08-09,2022-08-09T03:00:00+0000,2022-08-09T07:00:00+0000,2,656.0,0.95,,
DCH,2022-08-09,2022-08-09T03:00:00+0000,2022-08-09T07:00:00+0000,2,737.0,2.5,,
DRL,2022-08-09,2022-08-08T23:00:00+0000,2022-08-09T03:00:00+0000,1,0.0,0.0,,
DRH,2022-08-09,2022-08-08T23:00:00+0000,2022-08-09T03:00:00+0000,1,0.0,0.0,,
DML,2022-08-09,2022-08-08T23:00:00+0000,2022-08-09T03:00:00+0000,1,0.0,0.0,,
DMH,2022-08-09,2022-08-08T23:00:00+0000,2022-08-09T03:00:00+0000,1,0.0,0.0,,
DCL,2022-08-09,2022-08-08T23:00:00+0000,2022-08-09T03:00:00+0000,1,653.0,0.95,,
DCH,2022-08-09,2022-08-08T23:00:00+0000,2022-08-09T03:00:00+0000,1,720.0,1.5,,
DRL,2022-08-08,2022-08-08T19:00:00+0000,2022-08-08T23:00:00+0000,6,19.0,34.92,,
DRH,2022-08-08,2022-08-08T19:00:00+0000,2022-08-08T23:00:00+0000,6,59.0,58.2,,
DML,2022-08-08,2022-08-08T19:00:00+0000,2022-08-08T23:00:00+0000,6,0.0,0.0,,
DCL,2022-08-08,2022-08-08T19:00:00+0000,2022-08-08T23:00:00+0000,6,726.0,6.3,,
DCH,2022-08-08,2022-08-08T19:00:00+0000,2022-08-08T23:00:00+0000,6,496.0,0.88,,
DMH,2022-08-08,2022-08-08T19:00:00+0000,2022-08-08T23:00:00+0000,6,0.0,0.0,,
DRL,2022-08-08,2022-08-08T15:00:00+0000,2022-08-08T19:00:00+0000,5,0.0,0.0,,
DRH,2022-08-08,2022-08-08T15:00:00+0000,2022-08-08T19:00:00+0000,5,41.0,65.3,,
DML,2022-08-08,2022-08-08T15:00:00+0000,2022-08-08T19:00:00+0000,5,0.0,0.0,,
DCL,2022-08-08,2022-08-08T15:00:00+0000,2022-08-08T19:00:00+0000,5,892.0,10.03,,
DCH,2022-08-08,2022-08-08T15:00:00+0000,2022-08-08T19:00:00+0000,5,546.0,0.88,,
DMH,2022-08-08,2022-08-08T15:00:00+0000,2022-08-08T19:00:00+0000,5,0.0,0.0,,
DRL,2022-08-08,2022-08-08T11:00:00+0000,2022-08-08T15:00:00+0000,4,0.0,0.0,,
DRH,2022-08-08,2022-08-08T11:00:00+0000,2022-08-08T15:00:00+0000,4,41.0,46.2,,
DML,2022-08-08,2022-08-08T11:00:00+0000,2022-08-08T15:00:00+0000,4,0.0,0.0,,
DCL,2022-08-08,2022-08-08T11:00:00+0000,2022-08-08T15:00:00+0000,4,893.0,6.07,,
DCH,2022-08-08,2022-08-08T11:00:00+0000,2022-08-08T15:00:00+0000,4,568.0,0.95,,
DMH,2022-08-08,2022-08-08T11:00:00+0000,2022-08-08T15:00:00+0000,4,0.0,0.0,,
DRL,2022-08-08,2022-08-08T07:00:00+0000,2022-08-08T11:00:00+0000,3,0.0,0.0,,
DRH,2022-08-08,2022-08-08T07:00:00+0000,2022-08-08T11:00:00+0000,3,41.0,63.2,,
DML,2022-08-08,2022-08-08T07:00:00+0000,2022-08-08T11:00:00+0000,3,0.0,0.0,,
DCL,2022-08-08,2022-08-08T07:00:00+0000,2022-08-08T11:00:00+0000,3,886.0,7.06,,
DCH,2022-08-08,2022-08-08T07:00:00+0000,2022-08-08T11:00:00+0000,3,635.0,0.95,,
DMH,2022-08-08,2022-08-08T07:00:00+0000,2022-08-08T11:00:00+0000,3,0.0,0.0,,
DRL,2022-08-08,2022-08-08T03:00:00+0000,2022-08-08T07:00:00+0000,2,0.0,0.0,,
DRH,2022-08-08,2022-08-08T03:00:00+0000,2022-08-08T07:00:00+0000,2,41.0,49.6,,
DML,2022-08-08,2022-08-08T03:00:00+0000,2022-08-08T07:00:00+0000,2,0.0,0.0,,
DCL,2022-08-08,2022-08-08T03:00:00+0000,2022-08-08T07:00:00+0000,2,970.0,5.98,,
DCH,2022-08-08,2022-08-08T03:00:00+0000,2022-08-08T07:00:00+0000,2,786.0,2.5,,
DMH,2022-08-08,2022-08-08T03:00:00+0000,2022-08-08T07:00:00+0000,2,0.0,0.0,,
DRL,2022-08-08,2022-08-07T23:00:00+0000,2022-08-08T03:00:00+0000,1,0.0,0.0,,
DRH,2022-08-08,2022-08-07T23:00:00+0000,2022-08-08T03:00:00+0000,1,41.0,39.2,,
DML,2022-08-08,2022-08-07T23:00:00+0000,2022-08-08T03:00:00+0000,1,0.0,0.0,,
DMH,2022-08-08,2022-08-07T23:00:00+0000,2022-08-08T03:00:00+0000,1,0.0,0.0,,
DCL,2022-08-08,2022-08-07T23:00:00+0000,2022-08-08T03:00:00+0000,1,908.0,4.74,,
DCH,2022-08-08,2022-08-07T23:00:00+0000,2022-08-08T03:00:00+0000,1,774.0,2.21,,
DRL,2022-08-07,2022-08-07T19:00:00+0000,2022-08-07T23:00:00+0000,6,0.0,0.0,,
DRH,2022-08-07,2022-08-07T19:00:00+0000,2022-08-07T23:00:00+0000,6,0.0,0.0,,
DML,2022-08-07,2022-08-07T19:00:00+0000,2022-08-07T23:00:00+0000,6,0.0,0.0,,
DMH,2022-08-07,2022-08-07T19:00:00+0000,2022-08-07T23:00:00+0000,6,0.0,0.0,,
DCL,2022-08-07,2022-08-07T19:00:00+0000,2022-08-07T23:00:00+0000,6,797.0,5.9,,
DCH,2022-08-07,2022-08-07T19:00:00+0000,2022-08-07T23:00:00+0000,6,632.0,0.95,,
DRL,2022-08-07,2022-08-07T15:00:00+0000,2022-08-07T19:00:00+0000,5,0.0,0.0,,
DRH,2022-08-07,2022-08-07T15:00:00+0000,2022-08-07T19:00:00+0000,5,0.0,0.0,,
DML,2022-08-07,2022-08-07T15:00:00+0000,2022-08-07T19:00:00+0000,5,0.0,0.0,,
DMH,2022-08-07,2022-08-07T15:00:00+0000,2022-08-07T19:00:00+0000,5,0.0,0.0,,
DCL,2022-08-07,2022-08-07T15:00:00+0000,2022-08-07T19:00:00+0000,5,1049.0,81.9,,
DCH,2022-08-07,2022-08-07T15:00:00+0000,2022-08-07T19:00:00+0000,5,754.0,2.51,,
DRL,2022-08-07,2022-08-07T11:00:00+0000,2022-08-07T15:00:00+0000,4,0.0,0.0,,
DRH,2022-08-07,2022-08-07T11:00:00+0000,2022-08-07T15:00:00+0000,4,0.0,0.0,,
DML,2022-08-07,2022-08-07T11:00:00+0000,2022-08-07T15:00:00+0000,4,0.0,0.0,,
DMH,2022-08-07,2022-08-07T11:00:00+0000,2022-08-07T15:00:00+0000,4,0.0,0.0,,
DCL,2022-08-07,2022-08-07T11:00:00+0000,2022-08-07T15:00:00+0000,4,1003.0,59.98,,
DCH,2022-08-07,2022-08-07T11:00:00+0000,2022-08-07T15:00:00+0000,4,775.0,6.02,,
DRL,2022-08-07,2022-08-07T07:00:00+0000,2022-08-07T11:00:00+0000,3,0.0,0.0,,
DRH,2022-08-07,2022-08-07T07:00:00+0000,2022-08-07T11:00:00+0000,3,0.0,0.0,,
DML,2022-08-07,2022-08-07T07:00:00+0000,2022-08-07T11:00:00+0000,3,0.0,0.0,,
DMH,2022-08-07,2022-08-07T07:00:00+0000,2022-08-07T11:00:00+0000,3,0.0,0.0,,
DCL,2022-08-07,2022-08-07T07:00:00+0000,2022-08-07T11:00:00+0000,3,1037.0,48.9,,
DCH,2022-08-07,2022-08-07T07:00:00+0000,2022-08-07T11:00:00+0000,3,841.0,2.37,,
DRL,2022-08-07,2022-08-07T03:00:00+0000,2022-08-07T07:00:00+0000,2,0.0,0.0,,
DRH,2022-08-07,2022-08-07T03:00:00+0000,2022-08-07T07:00:00+0000,2,0.0,0.0,,
